year,county,age,births,population,birth_rate
2017,Okfuskee,30-34 years,23.0,769.0,29.9
2017,Okfuskee,35-39 years,7.0,746.0,9.4
2017,Okfuskee,40-44 years,0.0,760.0,0.0
2017,Oklahoma,10-14 years,15.0,54263.0,0.3
2017,Oklahoma,15-17 years,212.0,30566.0,6.9
2017,Oklahoma,18-19 years,573.0,18868.0,30.4
2017,Oklahoma,20-24 years,2602.0,51941.0,50.1
2017,Oklahoma,25-29 years,3496.0,64214.0,54.4
2017,Oklahoma,30-34 years,3035.0,60362.0,50.3
2017,Oklahoma,35-39 years,1265.0,54285.0,23.3
2017,Oklahoma,40-44 years,265.0,46379.0,5.7
2017,Oklahoma,45-54 years,18.0,90653.0,0.2
2017,Oklahoma,Unknown Age,0.0,0.0,0.0
2017,Okmulgee,10-14 years,0.0,2700.0,0.0
2017,Okmulgee,15-17 years,10.0,1611.0,6.2
2017,Okmulgee,18-19 years,31.0,1168.0,26.5
2017,Okmulgee,20-24 years,151.0,2530.0,59.7
2017,Okmulgee,25-29 years,146.0,2472.0,59.1
2017,Okmulgee,30-34 years,95.0,2135.0,44.5
2017,Okmulgee,35-39 years,31.0,2269.0,13.7
2017,Okmulgee,40-44 years,7.0,2073.0,3.4
2017,Osage,10-14 years,0.0,3146.0,0.0
2017,Osage,15-17 years,7.0,1978.0,3.5
2017,Osage,18-19 years,27.0,1093.0,24.7
2017,Osage,20-24 years,114.0,2516.0,45.3
2017,Osage,25-29 years,147.0,2753.0,53.4
2017,Osage,30-34 years,85.0,2687.0,31.6
2017,Osage,35-39 years,38.0,2781.0,13.7
2017,Osage,40-44 years,7.0,2653.0,2.6
2017,Osage,45-54 years,0.0,6119.0,0.0
2017,Ottawa,15-17 years,11.0,1325.0,8.3
2017,Ottawa,18-19 years,37.0,1020.0,36.3
2017,Ottawa,20-24 years,154.0,2030.0,75.9
2017,Ottawa,25-29 years,129.0,1979.0,65.2
2017,Ottawa,30-34 years,64.0,1667.0,38.4
2017,Ottawa,35-39 years,26.0,1734.0,15.0
2017,Ottawa,40-44 years,6.0,1762.0,3.4
2017,Pawnee,15-17 years,5.0,704.0,7.1
2017,Pawnee,18-19 years,20.0,395.0,50.6
2017,Pawnee,20-24 years,68.0,832.0,81.7
2017,Pawnee,25-29 years,61.0,936.0,65.2
2017,Pawnee,30-34 years,35.0,850.0,41.2
2017,Pawnee,35-39 years,7.0,972.0,7.2
2017,Pawnee,40-44 years,0.0,927.0,0.0
2017,Pawnee,45-54 years,0.0,2160.0,0.0
2017,Payne,10-14 years,0.0,4421.0,0.0
2017,Payne,15-17 years,11.0,2544.0,4.3
2017,Payne,18-19 years,33.0,5182.0,6.4
2017,Payne,20-24 years,201.0,16698.0,12.0
2017,Payne,25-29 years,250.0,6332.0,39.5
2017,Payne,30-34 years,226.0,4912.0,46.0
2017,Payne,35-39 years,96.0,4349.0,22.1
2017,Payne,40-44 years,12.0,3745.0,3.2
2017,Payne,45-54 years,0.0,6973.0,0.0
2017,Pittsburg,15-17 years,11.0,1601.0,6.9
2017,Pittsburg,18-19 years,41.0,860.0,47.7
2017,Pittsburg,20-24 years,175.0,2460.0,71.1
2017,Pittsburg,25-29 years,161.0,3010.0,53.5
2017,Pittsburg,30-34 years,83.0,2815.0,29.5
2017,Pittsburg,35-39 years,35.0,2780.0,12.6
2017,Pittsburg,40-44 years,6.0,2487.0,2.4
2017,Pittsburg,45-54 years,0.0,5419.0,0.0
2017,Pontotoc,15-17 years,11.0,1475.0,7.5
2017,Pontotoc,18-19 years,25.0,1258.0,19.9
2017,Pontotoc,20-24 years,156.0,2970.0,52.5
2017,Pontotoc,25-29 years,154.0,2939.0,52.4
2017,Pontotoc,30-34 years,106.0,2497.0,42.5
2017,Pontotoc,35-39 years,40.0,2303.0,17.4
2017,Pontotoc,40-44 years,0.0,2011.0,0.0
2017,Pottawatomie,10-14 years,0.0,4756.0,0.0
2017,Pottawatomie,15-17 years,26.0,3078.0,8.4
2017,Pottawatomie,18-19 years,59.0,2117.0,27.9
2017,Pottawatomie,20-24 years,276.0,4819.0,57.3
2017,Pottawatomie,25-29 years,258.0,4846.0,53.2
2017,Pottawatomie,30-34 years,157.0,4476.0,35.1
2017,Pottawatomie,35-39 years,75.0,4592.0,16.3
2017,Pottawatomie,40-44 years,8.0,4373.0,1.8
2017,Pushmataha,10-14 years,0.0,689.0,0.0
2017,Pushmataha,15-17 years,0.0,428.0,0.0
2017,Pushmataha,18-19 years,9.0,226.0,39.8
2017,Pushmataha,20-24 years,35.0,549.0,63.8
2017,Pushmataha,25-29 years,36.0,626.0,57.5
2017,Pushmataha,30-34 years,23.0,612.0,37.6
2017,Pushmataha,35-39 years,7.0,622.0,11.3
2017,Pushmataha,40-44 years,0.0,538.0,0.0
2017,Roger Mills,15-17 years,0.0,146.0,0.0
2017,Roger Mills,18-19 years,0.0,62.0,0.0
2017,Roger Mills,20-24 years,10.0,178.0,56.2
2017,Roger Mills,25-29 years,17.0,173.0,98.3
2017,Roger Mills,30-34 years,8.0,199.0,40.2
2017,Roger Mills,35-39 years,5.0,233.0,21.5
2017,Roger Mills,40-44 years,0.0,184.0,0.0
2017,Rogers,15-17 years,15.0,4144.0,3.6
2017,Rogers,18-19 years,49.0,2288.0,21.4
2017,Rogers,20-24 years,291.0,5794.0,50.2
2017,Rogers,25-29 years,335.0,5795.0,57.8
2017,Rogers,30-34 years,215.0,5494.0,39.1
2017,Rogers,35-39 years,74.0,5540.0,13.4
2017,Rogers,40-44 years,14.0,5402.0,2.6
2017,Seminole,15-17 years,13.0,1150.0,11.3
2017,Seminole,18-19 years,24.0,740.0,32.4
2017,Seminole,20-24 years,100.0,1465.0,68.3
2017,Seminole,25-29 years,92.0,1403.0,65.6
2017,Seminole,30-34 years,55.0,1363.0,40.4
2017,Seminole,35-39 years,25.0,1485.0,16.8
2017,Seminole,40-44 years,5.0,1406.0,3.6
2017,Sequoyah,15-17 years,9.0,1777.0,5.1
2017,Sequoyah,18-19 years,54.0,970.0,55.7
2017,Sequoyah,20-24 years,174.0,2480.0,70.2
2017,Sequoyah,25-29 years,156.0,2549.0,61.2
2017,Sequoyah,30-34 years,78.0,2287.0,34.1
2017,Sequoyah,35-39 years,32.0,2366.0,13.5
2017,Sequoyah,40-44 years,0.0,2544.0,0.0
2017,Sequoyah,45-54 years,0.0,5528.0,0.0
2017,Stephens,15-17 years,12.0,1774.0,6.8
2017,Stephens,18-19 years,27.0,950.0,28.4
2017,Stephens,20-24 years,141.0,2274.0,62.0
2017,Stephens,25-29 years,153.0,2555.0,59.9
2017,Stephens,30-34 years,102.0,2551.0,40.0
2017,Stephens,35-39 years,33.0,2628.0,12.6
2017,Stephens,40-44 years,8.0,2430.0,3.3
2017,Texas,15-17 years,10.0,993.0,10.1
2017,Texas,18-19 years,29.0,706.0,41.1
2017,Texas,20-24 years,85.0,1574.0,54.0
2017,Texas,25-29 years,120.0,1601.0,75.0
2017,Texas,30-34 years,80.0,1462.0,54.7
2017,Texas,35-39 years,43.0,1427.0,30.1
2017,Texas,40-44 years,8.0,1258.0,6.4
2017,Tillman,10-14 years,0.0,528.0,0.0
2017,Tillman,15-17 years,0.0,289.0,0.0
2017,Tillman,18-19 years,7.0,179.0,39.1
2017,Tillman,20-24 years,21.0,390.0,53.8
2017,Tillman,25-29 years,21.0,415.0,50.6
2017,Tillman,30-34 years,16.0,403.0,39.7
2017,Tillman,35-39 years,6.0,439.0,13.7
2017,Tillman,Unknown Age,0.0,0.0,0.0
2017,Tulsa,10-14 years,5.0,44748.0,0.1
2017,Tulsa,15-17 years,155.0,26510.0,5.8
2017,Tulsa,18-19 years,394.0,15768.0,25.0
2017,Tulsa,20-24 years,2118.0,41527.0,51.0
2017,Tulsa,25-29 years,2844.0,49412.0,57.6
2017,Tulsa,30-34 years,2420.0,46231.0,52.3
2017,Tulsa,35-39 years,991.0,43490.0,22.8
2017,Tulsa,40-44 years,168.0,39138.0,4.3
2017,Tulsa,45-54 years,12.0,78311.0,0.2
2017,Tulsa,Unknown Age,0.0,0.0,0.0
2017,Wagoner,15-17 years,8.0,3422.0,2.3
2017,Wagoner,18-19 years,49.0,1742.0,28.1
2017,Wagoner,20-24 years,192.0,4135.0,46.4
2017,Wagoner,25-29 years,262.0,4923.0,53.2
2017,Wagoner,30-34 years,237.0,5233.0,45.3
2017,Wagoner,35-39 years,80.0,5351.0,15.0
2017,Wagoner,40-44 years,16.0,4858.0,3.3
2017,Wagoner,45-54 years,0.0,10337.0,0.0
2017,Washington,15-17 years,6.0,2052.0,2.9
2017,Washington,18-19 years,36.0,1153.0,31.2
2017,Washington,20-24 years,164.0,2909.0,56.4
2017,Washington,25-29 years,201.0,3234.0,62.2
2017,Washington,30-34 years,151.0,3357.0,45.0
2017,Washington,35-39 years,50.0,3076.0,16.3
2017,Washington,40-44 years,5.0,2759.0,1.8
2017,Washita,10-14 years,0.0,825.0,0.0
2017,Washita,15-17 years,0.0,468.0,0.0
2017,Washita,18-19 years,6.0,254.0,23.6
2017,Washita,20-24 years,40.0,542.0,73.8
2017,Washita,25-29 years,50.0,665.0,75.2
2017,Washita,30-34 years,20.0,696.0,28.7
2017,Washita,35-39 years,11.0,717.0,15.3
2017,Woods,15-17 years,0.0,299.0,0.0
2017,Woods,18-19 years,0.0,413.0,0.0
2017,Woods,20-24 years,34.0,1104.0,30.8
2017,Woods,25-29 years,30.0,722.0,41.6
2017,Woods,30-34 years,21.0,603.0,34.8
2017,Woods,35-39 years,7.0,534.0,13.1
2017,Woodward,10-14 years,0.0,1376.0,0.0
2017,Woodward,15-17 years,0.0,863.0,0.0
2017,Woodward,18-19 years,11.0,504.0,21.8
2017,Woodward,20-24 years,82.0,1249.0,65.7
2017,Woodward,25-29 years,87.0,1445.0,60.2
2017,Woodward,30-34 years,50.0,1414.0,35.4
2017,Woodward,35-39 years,15.0,1427.0,10.5
2017,Woodward,40-44 years,5.0,1276.0,3.9
2018,UNKNOWN,15-17 years,0.0,0.0,0.0
2018,UNKNOWN,18-19 years,10.0,0.0,0.0
2018,UNKNOWN,20-24 years,39.0,0.0,0.0
2018,UNKNOWN,25-29 years,37.0,0.0,0.0
2018,UNKNOWN,30-34 years,23.0,0.0,0.0
2018,UNKNOWN,35-39 years,14.0,0.0,0.0
2018,UNKNOWN,40-44 years,0.0,0.0,0.0
2018,Adair,15-17 years,0.0,998.0,0.0
2018,Adair,18-19 years,28.0,524.0,53.4
2018,Adair,20-24 years,112.0,1311.0,85.4
2018,Adair,25-29 years,99.0,1446.0,68.5
2018,Adair,30-34 years,38.0,1220.0,31.1
2018,Adair,35-39 years,22.0,1309.0,16.8
2018,Adair,40-44 years,0.0,1317.0,0.0
2018,Alfalfa,15-17 years,0.0,181.0,0.0
2018,Alfalfa,20-24 years,12.0,238.0,50.4
2018,Alfalfa,25-29 years,18.0,289.0,62.3
2018,Alfalfa,30-34 years,11.0,317.0,34.7
2018,Alfalfa,35-39 years,7.0,461.0,15.2
2018,Alfalfa,40-44 years,0.0,428.0,0.0
2018,Atoka,10-14 years,0.0,881.0,0.0
2018,Atoka,15-17 years,0.0,512.0,0.0
2018,Atoka,18-19 years,16.0,291.0,55.0
2018,Atoka,20-24 years,50.0,752.0,66.5
2018,Atoka,25-29 years,52.0,952.0,54.6
2018,Atoka,30-34 years,31.0,877.0,35.3
2018,Atoka,35-39 years,7.0,849.0,8.2
2018,Atoka,40-44 years,0.0,780.0,0.0
2018,Atoka,Unknown Age,0.0,0.0,0.0
2018,Beaver,18-19 years,0.0,145.0,0.0
2018,Beaver,20-24 years,11.0,233.0,47.2
2018,Beaver,25-29 years,18.0,289.0,62.3
2018,Beaver,30-34 years,16.0,269.0,59.5
2018,Beaver,35-39 years,0.0,316.0,0.0
2018,Beaver,40-44 years,0.0,270.0,0.0
2018,Beckham,15-17 years,0.0,797.0,0.0
2018,Beckham,18-19 years,18.0,466.0,38.6
2018,Beckham,20-24 years,95.0,1426.0,66.6
2018,Beckham,25-29 years,109.0,1744.0,62.5
2018,Beckham,30-34 years,58.0,1650.0,35.2
2018,Beckham,35-39 years,16.0,1546.0,10.3
2018,Beckham,40-44 years,0.0,1294.0,0.0
2018,Blaine,15-17 years,0.0,372.0,0.0
2018,Blaine,18-19 years,7.0,224.0,31.3
2018,Blaine,20-24 years,50.0,468.0,106.8
2018,Blaine,25-29 years,33.0,496.0,66.5
2018,Blaine,30-34 years,26.0,486.0,53.5
2018,Blaine,35-39 years,12.0,507.0,23.7
2018,Blaine,40-44 years,0.0,489.0,0.0
2018,Bryan,15-17 years,13.0,1842.0,7.1
2018,Bryan,18-19 years,45.0,1380.0,32.6
2018,Bryan,20-24 years,180.0,3076.0,58.5
2018,Bryan,25-29 years,214.0,3552.0,60.2
2018,Bryan,30-34 years,102.0,3139.0,32.5
2018,Bryan,35-39 years,33.0,2901.0,11.4
2018,Bryan,40-44 years,5.0,2538.0,2.0
2018,Bryan,Unknown Age,0.0,0.0,0.0
2018,Caddo,10-14 years,0.0,1956.0,0.0
2018,Caddo,15-17 years,9.0,1264.0,7.1
2018,Caddo,18-19 years,25.0,692.0,36.1
2018,Caddo,20-24 years,120.0,1693.0,70.9
2018,Caddo,25-29 years,126.0,2032.0,62.0
2018,Caddo,30-34 years,76.0,1854.0,41.0
2018,Caddo,35-39 years,29.0,1834.0,15.8
2018,Caddo,40-44 years,5.0,1565.0,3.2
2018,Canadian,15-17 years,14.0,6196.0,2.3
2018,Canadian,18-19 years,49.0,3164.0,15.5
2018,Canadian,20-24 years,390.0,7822.0,49.9
2018,Canadian,25-29 years,657.0,10011.0,65.6
2018,Canadian,30-34 years,528.0,11269.0,46.9
2018,Canadian,35-39 years,184.0,11319.0,16.3
2018,Canadian,40-44 years,42.0,9673.0,4.3
2018,Carter,10-14 years,0.0,3466.0,0.0
2018,Carter,15-17 years,10.0,2069.0,4.8
2018,Carter,18-19 years,56.0,1126.0,49.7
2018,Carter,20-24 years,223.0,2778.0,80.3
2018,Carter,25-29 years,187.0,3207.0,58.3
2018,Carter,30-34 years,131.0,2907.0,45.1
2018,Carter,35-39 years,38.0,3028.0,12.5
2018,Carter,40-44 years,8.0,2858.0,2.8
2018,Cherokee,15-17 years,14.0,1800.0,7.8
2018,Cherokee,18-19 years,36.0,1921.0,18.7
2018,Cherokee,20-24 years,175.0,5374.0,32.6
2018,Cherokee,25-29 years,206.0,3197.0,64.4
2018,Cherokee,30-34 years,102.0,2754.0,37.0
2018,Cherokee,35-39 years,46.0,2961.0,15.5
2018,Cherokee,40-44 years,11.0,2518.0,4.4
2018,Cherokee,Unknown Age,0.0,0.0,0.0
2018,Choctaw,10-14 years,0.0,1017.0,0.0
2018,Choctaw,15-17 years,7.0,606.0,11.6
2018,Choctaw,18-19 years,21.0,299.0,70.2
2018,Choctaw,20-24 years,69.0,762.0,90.6
2018,Choctaw,25-29 years,57.0,878.0,64.9
2018,Choctaw,30-34 years,23.0,717.0,32.1
2018,Choctaw,35-39 years,19.0,800.0,23.8
2018,Choctaw,40-44 years,0.0,778.0,0.0
2018,Choctaw,Unknown Age,0.0,0.0,0.0
2018,Cimarron,18-19 years,0.0,47.0,0.0
2018,Cimarron,20-24 years,10.0,94.0,106.4
2018,Cimarron,25-29 years,6.0,98.0,61.2
2018,Cimarron,30-34 years,7.0,116.0,60.3
2018,Cimarron,35-39 years,0.0,108.0,0.0
2018,Cleveland,10-14 years,0.0,17975.0,0.0
2018,Cleveland,15-17 years,29.0,10658.0,2.7
2018,Cleveland,18-19 years,113.0,10307.0,11.0
2018,Cleveland,20-24 years,563.0,30443.0,18.5
2018,Cleveland,25-29 years,927.0,21938.0,42.3
2018,Cleveland,30-34 years,801.0,19789.0,40.5
2018,Cleveland,35-39 years,341.0,20298.0,16.8
2018,Cleveland,40-44 years,56.0,16705.0,3.4
2018,Cleveland,45-54 years,0.0,31742.0,0.0
2018,Coal,15-17 years,0.0,224.0,0.0
2018,Coal,18-19 years,7.0,111.0,63.1
2018,Coal,20-24 years,24.0,305.0,78.7
2018,Coal,25-29 years,27.0,361.0,74.8
2018,Coal,30-34 years,14.0,258.0,54.3
2018,Coal,35-39 years,0.0,274.0,0.0
2018,Coal,40-44 years,0.0,341.0,0.0
2018,Comanche,10-14 years,0.0,7712.0,0.0
2018,Comanche,15-17 years,30.0,4267.0,7.0
2018,Comanche,18-19 years,98.0,4264.0,23.0
2018,Comanche,20-24 years,550.0,10869.0,50.6
2018,Comanche,25-29 years,523.0,10560.0,49.5
2018,Comanche,30-34 years,338.0,9293.0,36.4
2018,Comanche,35-39 years,122.0,8269.0,14.8
2018,Comanche,40-44 years,14.0,6588.0,2.1
2018,Comanche,45-54 years,0.0,13094.0,0.0
2018,Comanche,Unknown Age,0.0,0.0,0.0
2018,Cotton,15-17 years,0.0,224.0,0.0
2018,Cotton,18-19 years,0.0,114.0,0.0
2018,Cotton,20-24 years,20.0,297.0,67.3
2018,Cotton,25-29 years,12.0,361.0,33.2
2018,Cotton,30-34 years,16.0,294.0,54.4
2018,Cotton,35-39 years,0.0,335.0,0.0
2018,Craig,15-17 years,0.0,574.0,0.0
2018,Craig,18-19 years,11.0,323.0,34.1
2018,Craig,20-24 years,56.0,815.0,68.7
2018,Craig,25-29 years,37.0,913.0,40.5
2018,Craig,30-34 years,25.0,813.0,30.8
2018,Craig,35-39 years,6.0,811.0,7.4
2018,Craig,40-44 years,0.0,832.0,0.0
2018,Creek,15-17 years,12.0,3099.0,3.9
2018,Creek,18-19 years,41.0,1571.0,26.1
2018,Creek,20-24 years,256.0,4009.0,63.9
2018,Creek,25-29 years,260.0,4411.0,58.9
2018,Creek,30-34 years,161.0,4166.0,38.6
2018,Creek,35-39 years,47.0,4518.0,10.4
2018,Creek,40-44 years,13.0,4075.0,3.2
2018,Custer,15-17 years,5.0,1174.0,4.3
2018,Custer,18-19 years,23.0,1213.0,19.0
2018,Custer,20-24 years,101.0,3620.0,27.9
2018,Custer,25-29 years,139.0,1941.0,71.6
2018,Custer,30-34 years,88.0,1775.0,49.6
2018,Custer,35-39 years,35.0,1870.0,18.7
2018,Custer,40-44 years,8.0,1368.0,5.8
2018,Custer,45-54 years,0.0,2784.0,0.0
2018,Delaware,15-17 years,5.0,1580.0,3.2
2018,Delaware,18-19 years,32.0,899.0,35.6
2018,Delaware,20-24 years,140.0,2191.0,63.9
2018,Delaware,25-29 years,123.0,2286.0,53.8
2018,Delaware,30-34 years,78.0,2080.0,37.5
2018,Delaware,35-39 years,27.0,2166.0,12.5
2018,Delaware,40-44 years,9.0,2113.0,4.3
2018,Dewey,18-19 years,0.0,117.0,0.0
2018,Dewey,20-24 years,21.0,230.0,91.3
2018,Dewey,25-29 years,20.0,300.0,66.7
2018,Dewey,30-34 years,10.0,275.0,36.4
2018,Dewey,35-39 years,5.0,296.0,16.9
2018,Dewey,40-44 years,0.0,271.0,0.0
2018,Ellis,18-19 years,0.0,78.0,0.0
2018,Ellis,20-24 years,16.0,186.0,86.0
2018,Ellis,25-29 years,20.0,192.0,104.2
2018,Ellis,30-34 years,9.0,192.0,46.9
2018,Ellis,35-39 years,0.0,247.0,0.0
2018,Ellis,40-44 years,0.0,243.0,0.0
2018,Garfield,15-17 years,19.0,2372.0,8.0
2018,Garfield,18-19 years,57.0,1369.0,41.6
2018,Garfield,20-24 years,216.0,3884.0,55.6
2018,Garfield,25-29 years,268.0,4384.0,61.1
2018,Garfield,30-34 years,190.0,4178.0,45.5
2018,Garfield,35-39 years,85.0,4169.0,20.4
2018,Garfield,40-44 years,13.0,3253.0,4.0
2018,Garfield,45-54 years,0.0,6334.0,0.0
2018,Garvin,15-17 years,5.0,1126.0,4.4
2018,Garvin,18-19 years,25.0,699.0,35.8
2018,Garvin,20-24 years,111.0,1517.0,73.2
2018,Garvin,25-29 years,99.0,1677.0,59.0
2018,Garvin,30-34 years,67.0,1633.0,41.0
2018,Garvin,35-39 years,22.0,1839.0,12.0
2018,Garvin,45-54 years,0.0,3252.0,0.0
2018,Grady,10-14 years,0.0,4088.0,0.0
2018,Grady,15-17 years,11.0,2405.0,4.6
2018,Grady,18-19 years,31.0,1322.0,23.4
2018,Grady,20-24 years,147.0,3038.0,48.4
2018,Grady,25-29 years,184.0,3344.0,55.0
2018,Grady,30-34 years,126.0,3237.0,38.9
2018,Grady,35-39 years,60.0,3931.0,15.3
2018,Grady,40-44 years,5.0,3323.0,1.5
2018,Grant,18-19 years,0.0,86.0,0.0
2018,Grant,20-24 years,12.0,205.0,58.5
2018,Grant,25-29 years,18.0,238.0,75.6
2018,Grant,30-34 years,12.0,238.0,50.4
2018,Grant,35-39 years,0.0,241.0,0.0
2018,Grant,40-44 years,0.0,208.0,0.0
2018,Greer,10-14 years,0.0,305.0,0.0
2018,Greer,15-17 years,0.0,239.0,0.0
2018,Greer,18-19 years,0.0,110.0,0.0
2018,Greer,20-24 years,15.0,357.0,42.0
2018,Greer,25-29 years,18.0,466.0,38.6
2018,Greer,30-34 years,8.0,459.0,17.4
2018,Greer,35-39 years,0.0,414.0,0.0
2018,Harmon,18-19 years,0.0,54.0,0.0
2018,Harmon,20-24 years,9.0,135.0,66.7
2018,Harmon,25-29 years,8.0,141.0,56.7
2018,Harmon,30-34 years,5.0,152.0,32.9
2018,Harmon,35-39 years,0.0,162.0,0.0
2018,Harmon,Unknown Age,0.0,0.0,0.0
2018,Harper,15-17 years,0.0,164.0,0.0
2018,Harper,18-19 years,0.0,83.0,0.0
2018,Harper,20-24 years,9.0,175.0,51.4
2018,Harper,25-29 years,13.0,187.0,69.5
2018,Harper,30-34 years,13.0,218.0,59.6
2018,Harper,35-39 years,0.0,242.0,0.0
2018,Haskell,15-17 years,0.0,533.0,0.0
2018,Haskell,18-19 years,9.0,288.0,31.3
2018,Haskell,20-24 years,43.0,668.0,64.4
2018,Haskell,25-29 years,42.0,764.0,55.0
2018,Haskell,30-34 years,19.0,674.0,28.2
2018,Haskell,35-39 years,6.0,812.0,7.4
2018,Haskell,40-44 years,0.0,713.0,0.0
2018,Hughes,10-14 years,0.0,794.0,0.0
2018,Hughes,15-17 years,5.0,506.0,9.9
2018,Hughes,18-19 years,14.0,282.0,49.6
2018,Hughes,20-24 years,53.0,865.0,61.3
2018,Hughes,25-29 years,53.0,959.0,55.3
2018,Hughes,30-34 years,21.0,874.0,24.0
2018,Hughes,35-39 years,6.0,902.0,6.7
2018,Hughes,40-44 years,0.0,779.0,0.0
2018,Jackson,15-17 years,15.0,970.0,15.5
2018,Jackson,18-19 years,19.0,620.0,30.6
2018,Jackson,20-24 years,106.0,1962.0,54.0
2018,Jackson,25-29 years,113.0,1856.0,60.9
2018,Jackson,30-34 years,96.0,1897.0,50.6
2018,Jackson,35-39 years,25.0,1625.0,15.4
2018,Jackson,40-44 years,0.0,1334.0,0.0
2018,Jefferson,18-19 years,5.0,132.0,37.9
2018,Jefferson,20-24 years,25.0,288.0,86.8
2018,Jefferson,25-29 years,21.0,355.0,59.2
2018,Jefferson,30-34 years,10.0,348.0,28.7
2018,Jefferson,35-39 years,0.0,321.0,0.0
2018,Johnston,15-17 years,0.0,432.0,0.0
2018,Johnston,18-19 years,0.0,339.0,0.0
2018,Johnston,20-24 years,45.0,648.0,69.4
2018,Johnston,25-29 years,43.0,664.0,64.8
2018,Johnston,30-34 years,27.0,617.0,43.8
2018,Johnston,35-39 years,6.0,608.0,9.9
2018,Johnston,40-44 years,0.0,655.0,0.0
2018,Johnston,Unknown Age,0.0,0.0,0.0
2018,Kay,15-17 years,11.0,1792.0,6.1
2018,Kay,18-19 years,43.0,1162.0,37.0
2018,Kay,20-24 years,184.0,2513.0,73.2
2018,Kay,25-29 years,164.0,2849.0,57.6
2018,Kay,30-34 years,98.0,2500.0,39.2
2018,Kay,35-39 years,30.0,2614.0,11.5
2018,Kay,40-44 years,9.0,2461.0,3.7
2018,Kingfisher,15-17 years,0.0,760.0,0.0
2018,Kingfisher,18-19 years,12.0,408.0,29.4
2018,Kingfisher,20-24 years,39.0,857.0,45.5
2018,Kingfisher,25-29 years,67.0,897.0,74.7
2018,Kingfisher,30-34 years,51.0,964.0,52.9
2018,Kingfisher,35-39 years,21.0,1040.0,20.2
2018,Kiowa,10-14 years,0.0,579.0,0.0
2018,Kiowa,15-17 years,0.0,352.0,0.0
2018,Kiowa,18-19 years,8.0,206.0,38.8
2018,Kiowa,20-24 years,27.0,470.0,57.4
2018,Kiowa,25-29 years,48.0,503.0,95.4
2018,Kiowa,30-34 years,20.0,457.0,43.8
2018,Kiowa,35-39 years,8.0,494.0,16.2
2018,Latimer,15-17 years,0.0,407.0,0.0
2018,Latimer,18-19 years,9.0,345.0,26.1
2018,Latimer,20-24 years,41.0,657.0,62.4
2018,Latimer,25-29 years,44.0,626.0,70.3
2018,Latimer,30-34 years,21.0,505.0,41.6
2018,Latimer,35-39 years,11.0,586.0,18.8
2018,Latimer,40-44 years,0.0,461.0,0.0
2018,Le Flore,10-14 years,0.0,3533.0,0.0
2018,Le Flore,15-17 years,12.0,2169.0,5.5
2018,Le Flore,18-19 years,43.0,1252.0,34.3
2018,Le Flore,20-24 years,208.0,2871.0,72.4
2018,Le Flore,25-29 years,187.0,3250.0,57.5
2018,Le Flore,30-34 years,104.0,2870.0,36.2
2018,Le Flore,35-39 years,49.0,3074.0,15.9
2018,Le Flore,40-44 years,6.0,2881.0,2.1
2018,Le Flore,45-54 years,0.0,6165.0,0.0
2018,Lincoln,15-17 years,9.0,1491.0,6.0
2018,Lincoln,18-19 years,25.0,795.0,31.4
2018,Lincoln,20-24 years,108.0,1822.0,59.3
2018,Lincoln,25-29 years,129.0,2089.0,61.8
2018,Lincoln,30-34 years,61.0,1891.0,32.3
2018,Lincoln,35-39 years,26.0,2070.0,12.6
2018,Lincoln,40-44 years,0.0,1925.0,0.0
2018,Lincoln,Unknown Age,0.0,0.0,0.0
2018,Logan,15-17 years,5.0,1970.0,2.5
2018,Logan,18-19 years,22.0,1876.0,11.7
2018,Logan,20-24 years,102.0,3074.0,33.2
2018,Logan,25-29 years,152.0,2496.0,60.9
2018,Logan,30-34 years,138.0,2795.0,49.4
2018,Logan,35-39 years,68.0,3185.0,21.4
2018,Logan,40-44 years,14.0,2925.0,4.8
2018,Logan,Unknown Age,0.0,0.0,0.0
2018,Love,15-17 years,0.0,405.0,0.0
2018,Love,18-19 years,5.0,241.0,20.7
2018,Love,20-24 years,41.0,599.0,68.4
2018,Love,25-29 years,40.0,678.0,59.0
2018,Love,30-34 years,27.0,599.0,45.1
2018,Love,35-39 years,10.0,605.0,16.5
2018,Love,40-44 years,0.0,534.0,0.0
2018,McClain,15-17 years,7.0,1844.0,3.8
2018,McClain,18-19 years,23.0,871.0,26.4
2018,McClain,20-24 years,91.0,2157.0,42.2
2018,McClain,25-29 years,144.0,2191.0,65.7
2018,McClain,30-34 years,113.0,2463.0,45.9
2018,McClain,35-39 years,39.0,2825.0,13.8
2018,McClain,40-44 years,5.0,2669.0,1.9
2018,McCurtain,10-14 years,0.0,2293.0,0.0
2018,McCurtain,15-17 years,8.0,1321.0,6.1
2018,McCurtain,18-19 years,32.0,782.0,40.9
2018,McCurtain,20-24 years,141.0,1941.0,72.6
2018,McCurtain,25-29 years,144.0,2173.0,66.3
2018,McCurtain,30-34 years,74.0,1808.0,40.9
2018,McCurtain,35-39 years,31.0,1863.0,16.6
2018,McCurtain,40-44 years,6.0,1789.0,3.4
2018,McCurtain,Unknown Age,0.0,0.0,0.0
2018,McIntosh,15-17 years,7.0,743.0,9.4
2018,McIntosh,18-19 years,13.0,374.0,34.8
2018,McIntosh,20-24 years,68.0,984.0,69.1
2018,McIntosh,25-29 years,47.0,988.0,47.6
2018,McIntosh,30-34 years,31.0,938.0,33.0
